Model,Persona ID,Persona Name,Profile details,Name,Age,Gender,Personality Traits,Domain of work,Years of Exp.,Location,Education Level,Devices and technologies use,Reason(s),Y / N
Llama-3-8B,P22,Fatima Patel,"Fatima Patel, 25yo, Software Development. Curious, analytical, and creative",Fatima Patel,25,Female,"Curious, analytical, and creative",Software Development,3,India,Bachelor's in Computer Science,"['Laptop', 'Smartphone', 'Smartwatch']","Fatima's curiosity and analytical nature might lead her to be more cautious when clicking on links or responding to suspicious emails, but her creativity could also make her more prone to trying new and untested approaches, making her more vulnerable to phishing attacks.",Yes
Llama-3-8B,P22,Jamal Rodriguez,"Jamal Rodriguez, 40yo, Entrepreneurship. Confident, strategic, and charismatic",Jamal Rodriguez,40,Male,"Confident, strategic, and charismatic",Entrepreneurship,10,United States,Master's in Business Administration,"['Tablet', 'Smartphone', 'Wearable Fitness Tracker']",,No
Llama-3-8B,P22,Leila Hassan,"Leila Hassan, 30yo, Research and Development. Passionate, organized, and compassionate",Leila Hassan,30,Non-binary,"Passionate, organized, and compassionate",Research and Development,5,Canada,Ph.D. in Environmental Science,"['Laptop', 'Smartphone', 'Environmental monitoring device']",,No
Llama-3-8B,P23,Nalini Patel,"Nalini Patel, 28yo, Software Development. Curious, analytical, and determined",Nalini Patel,28,Female,"Curious, analytical, and determined",Software Development,5,India,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P23,Kofi Owusu,"Kofi Owusu, 42yo, Business Consulting. Charismatic, strategic, and results-driven",Kofi Owusu,42,Male,"Charismatic, strategic, and results-driven",Business Consulting,15,Ghana,Master's in Business Administration,"Smartwatch, Tablet",,No
Llama-3-8B,P23,Rania Hassan,"Rania Hassan, 25yo, Graphic Design. Creative, empathetic, and optimistic",Rania Hassan,25,Non-binary,"Creative, empathetic, and optimistic",Graphic Design,3,Egypt,Associate's in Graphic Design,"Smartphone, Digital Camera","Their creative and optimistic nature might make them more trusting and less skeptical of unfamiliar or unexpected messages, increasing their likelihood of falling prey to phishing attacks.",Yes
Llama-3-8B,P23,Nalini Patel,"Nalini Patel, 28yo, Software Development. Curious, analytical, and determined",Nalini Patel,28,Female,"Curious, analytical, and determined",Software Development,5,India,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P23,Kofi Owusu,"Kofi Owusu, 42yo, Business Consulting. Charismatic, strategic, and results-driven",Kofi Owusu,42,Male,"Charismatic, strategic, and results-driven",Business Consulting,15,Ghana,Master's in Business Administration,"Smartwatch, Tablet",,No
Llama-3-8B,P23,Rania Hassan,"Rania Hassan, 25yo, Graphic Design. Creative, empathetic, and optimistic",Rania Hassan,25,Non-binary,"Creative, empathetic, and optimistic",Graphic Design,3,Egypt,Associate's in Graphic Design,"Smartphone, Digital Camera","Agent 3, Rania Hassan, has limited experience and is in the early stages of their career, making them more susceptible to phishing attacks. Their creative and optimistic personality traits may also make them more trusting and less cautious when interacting with unfamiliar sources.",Yes
Llama-3-8B,P23,Nalini Patel,"Nalini Patel, 28yo, Software Development. Curious, analytical, and determined",Nalini Patel,28,Female,"Curious, analytical, and determined",Software Development,5,India,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P23,Kofi Owusu,"Kofi Owusu, 42yo, Business Consulting. Charismatic, strategic, and results-driven",Kofi Owusu,42,Male,"Charismatic, strategic, and results-driven",Business Consulting,15,Ghana,Master's in Business Administration,"Smartwatch, Tablet",,No
Llama-3-8B,P23,Rania Hassan,"Rania Hassan, 25yo, Graphic Design. Creative, empathetic, and optimistic",Rania Hassan,25,Non-binary,"Creative, empathetic, and optimistic",Graphic Design,3,Egypt,Associate's in Graphic Design,"Smartphone, Digital Camera","Rania's creative and optimistic personality may lead them to be more trusting and less cautious when interacting with unfamiliar digital platforms and devices, making them more susceptible to phishing attacks.",Yes
Llama-3-8B,P23,Nalini Patel,"Nalini Patel, 28yo, Software Development. Curious, analytical, and determined",Nalini Patel,28,Female,"Curious, analytical, and determined",Software Development,5,India,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P23,Kofi Owusu,"Kofi Owusu, 42yo, Business Consulting. Charismatic, strategic, and results-driven",Kofi Owusu,42,Male,"Charismatic, strategic, and results-driven",Business Consulting,15,Ghana,Master's in Business Administration,"Smartwatch, Tablet",,No
Llama-3-8B,P23,Rania Hassan,"Rania Hassan, 25yo, Graphic Design. Creative, empathetic, and optimistic",Rania Hassan,25,Non-binary,"Creative, empathetic, and optimistic",Graphic Design,3,Egypt,Associate's in Graphic Design,"Smartphone, Digital Camera","Rania's creativity and optimism make them more likely to engage with unfamiliar or visually appealing content, increasing the likelihood of phishing attacks. Additionally, their limited experience in the field may make them more trusting of unfamiliar sources.",Yes
Llama-3-8B,P23,Nalini Patel,"Nalini Patel, 28yo, Software Development. Curious, analytical, and determined",Nalini Patel,28,Female,"Curious, analytical, and determined",Software Development,5,India,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P23,Kofi Owusu,"Kofi Owusu, 42yo, Business Consulting. Charismatic, strategic, and results-driven",Kofi Owusu,42,Male,"Charismatic, strategic, and results-driven",Business Consulting,15,Ghana,Master's in Business Administration,"Smartwatch, Tablet",,No
Llama-3-8B,P23,Rania Hassan,"Rania Hassan, 25yo, Graphic Design. Creative, empathetic, and optimistic",Rania Hassan,25,Non-binary,"Creative, empathetic, and optimistic",Graphic Design,3,Egypt,Associate's in Graphic Design,"Smartphone, Digital Camera","Rania's creative and optimistic personality may make them more likely to click on suspicious links or provide personal information to someone they perceive as friendly and trustworthy. Additionally, their relatively low experience in the domain of graphic design may make them more vulnerable to phishing attacks due to a lack of awareness or understanding of common phishing tactics.",Yes
Llama-3-8B,P23,Nalini Patel,"Nalini Patel, 28yo, Software Development. Curious, analytical, and determined",Nalini Patel,28,Female,"Curious, analytical, and determined",Software Development,5,India,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P23,Kofi Owusu,"Kofi Owusu, 42yo, Business Consulting. Charismatic, strategic, and results-driven",Kofi Owusu,42,Male,"Charismatic, strategic, and results-driven",Business Consulting,15,Ghana,Master's in Business Administration,"Smartwatch, Tablet",,No
Llama-3-8B,P23,Rania Hassan,"Rania Hassan, 25yo, Graphic Design. Creative, empathetic, and optimistic",Rania Hassan,25,Non-binary,"Creative, empathetic, and optimistic",Graphic Design,3,Egypt,Associate's in Graphic Design,"Smartphone, Digital Camera","Rania's creative and optimistic personality traits might make them more trusting and open to new experiences, which could lead to a higher likelihood of falling victim to phishing attacks. Additionally, their relatively low experience in the domain of 3 years and their use of a digital camera, which is not typically a primary phishing vector, might also contribute to their vulnerability.",Yes
Llama-3-8B,P23,Nalini Patel,"Nalini Patel, 28yo, Software Development. Curious, analytical, and determined",Nalini Patel,28,Female,"Curious, analytical, and determined",Software Development,5,India,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P23,Kofi Owusu,"Kofi Owusu, 42yo, Business Consulting. Charismatic, strategic, and results-driven",Kofi Owusu,42,Male,"Charismatic, strategic, and results-driven",Business Consulting,15,Ghana,Master's in Business Administration,"Smartwatch, Tablet",,No
Llama-3-8B,P23,Rania Hassan,"Rania Hassan, 25yo, Graphic Design. Creative, empathetic, and optimistic",Rania Hassan,25,Non-binary,"Creative, empathetic, and optimistic",Graphic Design,3,Egypt,Associate's in Graphic Design,"Smartphone, Digital Camera","Rania's creative and optimistic personality traits make them more likely to click on phishing links or provide sensitive information, as they may be more trusting of new opportunities. Their relatively low experience in the field and limited education in computer science also make them more susceptible to phishing attacks.",Yes
Llama-3-8B,P23,Nalini Patel,"Nalini Patel, 28yo, Software Development. Curious, analytical, and determined",Nalini Patel,28,Female,"Curious, analytical, and determined",Software Development,5,India,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P23,Kofi Owusu,"Kofi Owusu, 42yo, Business Consulting. Charismatic, strategic, and results-driven",Kofi Owusu,42,Male,"Charismatic, strategic, and results-driven",Business Consulting,15,Ghana,Master's in Business Administration,"Smartwatch, Tablet",,No
Llama-3-8B,P23,Rania Hassan,"Rania Hassan, 25yo, Graphic Design. Creative, empathetic, and optimistic",Rania Hassan,25,Non-binary,"Creative, empathetic, and optimistic",Graphic Design,3,Egypt,Associate's in Graphic Design,"Smartphone, Digital Camera","Agent 3's creative and optimistic personality traits may make them more likely to click on suspicious links or provide personal information to an unknown entity, and their limited experience in the field may also make them more susceptible to phishing attacks.",Yes
Llama-3-8B,P23,Nalini Patel,"Nalini Patel, 28yo, Software Development. Curious, analytical, and determined",Nalini Patel,28,Female,"Curious, analytical, and determined",Software Development,5,India,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P23,Kofi Owusu,"Kofi Owusu, 42yo, Business Consulting. Charismatic, strategic, and results-driven",Kofi Owusu,42,Male,"Charismatic, strategic, and results-driven",Business Consulting,15,Ghana,Master's in Business Administration,"Smartwatch, Tablet",,No
Llama-3-8B,P23,Rania Hassan,"Rania Hassan, 25yo, Graphic Design. Creative, empathetic, and optimistic",Rania Hassan,25,Non-binary,"Creative, empathetic, and optimistic",Graphic Design,3,Egypt,Associate's in Graphic Design,"Smartphone, Digital Camera","Rania's creative and optimistic personality may make them more likely to trust unknown sources and click on suspicious links, while their limited experience in graphic design may make them more reliant on online tutorials and more susceptible to phishing attempts.",Yes
Llama-3-8B,P23,Nalini Patel,"Nalini Patel, 28yo, Software Development. Curious, analytical, and determined",Nalini Patel,28,Female,"Curious, analytical, and determined",Software Development,5,India,Bachelor's in Computer Science,"Smartphone, Laptop",,No
Llama-3-8B,P23,Kofi Owusu,"Kofi Owusu, 42yo, Business Consulting. Charismatic, strategic, and results-driven",Kofi Owusu,42,Male,"Charismatic, strategic, and results-driven",Business Consulting,15,Ghana,Master's in Business Administration,"Smartwatch, Tablet",,No
Llama-3-8B,P23,Rania Hassan,"Rania Hassan, 25yo, Graphic Design. Creative, empathetic, and optimistic",Rania Hassan,25,Non-binary,"Creative, empathetic, and optimistic",Graphic Design,3,Egypt,Associate's in Graphic Design,"Smartphone, Digital Camera","Rania's creative and optimistic personality traits may make them more likely to click on suspicious links or provide sensitive information, and their limited experience in the field may also contribute to their vulnerability to phishing attacks.",Yes
Llama-3-8B,P24,Amara Patel,"Amara Patel, 28yo, Software Development. Curious, analytical, and creative",Amara Patel,28,Female,"Curious, analytical, and creative",Software Development,5,India,Bachelor's in Computer Science,"Samsung Galaxy S22, MacBook Pro",,No
Llama-3-8B,P24,Elijah Kwame,"Elijah Kwame, 42yo, Urban Development. Pragmatic, organized, and passionate",Elijah Kwame,42,Male,"Pragmatic, organized, and passionate",Urban Development,15,Ghana,Master's in Urban Planning,"iPhone 13, Lenovo ThinkPad",,No
Llama-3-8B,P24,Leila Hassan,"Leila Hassan, 25yo, Graphic Design. Artistic, empathetic, and adventurous",Leila Hassan,25,Non-binary,"Artistic, empathetic, and adventurous",Graphic Design,3,Egypt,Associate's in Fine Arts,"Google Pixel 6, HP Envy","Agent 3's artistic and adventurous nature might make them more likely to click on unfamiliar links or download attachments from unknown sources, and their limited experience in their domain may not provide them with the necessary expertise to recognize phishing attempts.",Yes
Llama-3-8B,P24,Amara Patel,"Amara Patel, 28yo, Software Development. Curious, analytical, and creative",Amara Patel,28,Female,"Curious, analytical, and creative",Software Development,5,India,Bachelor's in Computer Science,"Samsung Galaxy S22, MacBook Pro",,No
Llama-3-8B,P24,Elijah Kwame,"Elijah Kwame, 42yo, Urban Development. Pragmatic, organized, and passionate",Elijah Kwame,42,Male,"Pragmatic, organized, and passionate",Urban Development,15,Ghana,Master's in Urban Planning,"iPhone 13, Lenovo ThinkPad",,No
Llama-3-8B,P24,Leila Hassan,"Leila Hassan, 25yo, Graphic Design. Artistic, empathetic, and adventurous",Leila Hassan,25,Non-binary,"Artistic, empathetic, and adventurous",Graphic Design,3,Egypt,Associate's in Fine Arts,"Google Pixel 6, HP Envy","Their artistic and adventurous nature may lead them to be more trusting and less cautious when interacting with unknown sources, making them more vulnerable to phishing attacks.",Yes
Llama-3-8B,P24,Amara Patel,"Amara Patel, 28yo, Software Development. Curious, analytical, and creative",Amara Patel,28,Female,"Curious, analytical, and creative",Software Development,5,India,Bachelor's in Computer Science,"Samsung Galaxy S22, MacBook Pro",,No
Llama-3-8B,P24,Elijah Kwame,"Elijah Kwame, 42yo, Urban Development. Pragmatic, organized, and passionate",Elijah Kwame,42,Male,"Pragmatic, organized, and passionate",Urban Development,15,Ghana,Master's in Urban Planning,"iPhone 13, Lenovo ThinkPad",,No
Llama-3-8B,P24,Leila Hassan,"Leila Hassan, 25yo, Graphic Design. Artistic, empathetic, and adventurous",Leila Hassan,25,Non-binary,"Artistic, empathetic, and adventurous",Graphic Design,3,Egypt,Associate's in Fine Arts,"Google Pixel 6, HP Envy","Leila's artistic and adventurous personality may make them more susceptible to phishing, as they may be more likely to click on links or download attachments without thoroughly verifying their authenticity. Additionally, their limited experience in the field (only 3 years) may also contribute to their vulnerability.",Yes
